Year,Sport,Country,Gender,Medal Rank,Medal,Age of Athlete,Event,Name of Athlete or Team
1956,Cross-Country Skiing,Soviet Union,Men,3,bronze,26,Men's 30 Kilometers,Pavel Kolchin
1956,Cross-Country Skiing,Sweden,Men,1,gold,26,Men's 50 Kilometers,Sixten Jernberg
1956,Cross-Country Skiing,Finland,Men,2,silver,31,Men's 50 Kilometers,Veikko Hakulinen
1956,Cross-Country Skiing,Soviet Union,Men,3,bronze,30,Men's 50 Kilometers,Fyodor Terentyev
1960,Cross-Country Skiing,Sweden,Men,2,silver,31,Men's 15 Kilometers,Sixten Jernberg
1960,Cross-Country Skiing,Finland,Men,3,bronze,35,Men's 15 Kilometers,Veikko Hakulinen
1960,Cross-Country Skiing,Sweden,Men,1,gold,31,Men's 30 Kilometers,Sixten Jernberg
1960,Cross-Country Skiing,Sweden,Men,2,silver,25,Men's 30 Kilometers,Rolf Rämgård
1960,Cross-Country Skiing,Soviet Union,Men,3,bronze,28,Men's 30 Kilometers,Nikolay Anikin
1960,Cross-Country Skiing,Finland,Men,1,gold,27,Men's 50 Kilometers,Kalevi Hämäläinen
1960,Cross-Country Skiing,Finland,Men,2,silver,35,Men's 50 Kilometers,Veikko Hakulinen
1960,Cross-Country Skiing,Sweden,Men,3,bronze,25,Men's 50 Kilometers,Rolf Rämgård
1964,Cross-Country Skiing,Finland,Men,1,gold,26,Men's 15 Kilometers,Eero Mäntyranta
1964,Cross-Country Skiing,Sweden,Men,3,bronze,34,Men's 15 Kilometers,Sixten Jernberg
1964,Cross-Country Skiing,Finland,Men,1,gold,26,Men's 30 Kilometers,Eero Mäntyranta
1964,Cross-Country Skiing,Soviet Union,Men,3,bronze,25,Men's 30 Kilometers,Igor Voronchikhin
1964,Cross-Country Skiing,Sweden,Men,1,gold,34,Men's 50 Kilometers,Sixten Jernberg
1964,Cross-Country Skiing,Sweden,Men,2,silver,28,Men's 50 Kilometers,Assar Rönnlund
1964,Cross-Country Skiing,Finland,Men,3,bronze,33,Men's 50 Kilometers,Arto Tiainen
1968,Cross-Country Skiing,Finland,Men,2,silver,30,Men's 15 Kilometers,Eero Mäntyranta
1968,Cross-Country Skiing,Sweden,Men,3,bronze,23,Men's 15 Kilometers,Gunnar Larsson
1968,Cross-Country Skiing,Italy,Men,1,gold,27,Men's 30 Kilometers,Franco Nones
1968,Cross-Country Skiing,Finland,Men,3,bronze,30,Men's 30 Kilometers,Eero Mäntyranta
1968,Cross-Country Skiing,Soviet Union,Men,2,silver,26,Men's 50 Kilometers,Vyacheslav Vedenin
1968,Cross-Country Skiing,Switzerland,Men,3,bronze,30,Men's 50 Kilometers,Josef Haas
1972,Cross-Country Skiing,Sweden,Men,1,gold,24,Men's 15 Kilometers,Sven-Åke Lundbäck
1972,Cross-Country Skiing,Soviet Union,Men,2,silver,26,Men's 15 Kilometers,Fyodor Simashov
1972,Cross-Country Skiing,Soviet Union,Men,1,gold,30,Men's 30 Kilometers,Vyacheslav Vedenin
1972,Cross-Country Skiing,Soviet Union,Men,3,bronze,30,Men's 50 Kilometers,Vyacheslav Vedenin
1976,Cross-Country Skiing,Soviet Union,Men,1,gold,22,Men's 15 Kilometers,Nikolay Bazhukov
1976,Cross-Country Skiing,Soviet Union,Men,2,silver,21,Men's 15 Kilometers,Yevgeny Belyayev
1976,Cross-Country Skiing,Finland,Men,3,bronze,28,Men's 15 Kilometers,Arto Koivisto
1976,Cross-Country Skiing,Soviet Union,Men,1,gold,27,Men's 30 Kilometers,Sergey Savelyev
1976,Cross-Country Skiing,United States,Men,2,silver,20,Men's 30 Kilometers,Bill Koch
1976,Cross-Country Skiing,Soviet Union,Men,3,bronze,30,Men's 30 Kilometers,Ivan Garanin
1976,Cross-Country Skiing,East Germany,Men,2,silver,30,Men's 50 Kilometers,Gert-Dietmar Klause
1976,Cross-Country Skiing,Sweden,Men,3,bronze,27,Men's 50 Kilometers,Benny Södergren
1980,Cross-Country Skiing,Sweden,Men,1,gold,23,Men's 15 Kilometers,Thomas Wassberg
1980,Cross-Country Skiing,Finland,Men,2,silver,30,Men's 15 Kilometers,Juha Mieto
1980,Cross-Country Skiing,Soviet Union,Men,1,gold,24,Men's 30 Kilometers,Nikolay Zimyatov
1980,Cross-Country Skiing,Soviet Union,Men,2,silver,28,Men's 30 Kilometers,Vasily Rochev
1980,Cross-Country Skiing,Bulgaria,Men,3,bronze,22,Men's 30 Kilometers,Ivan Lebanov
1980,Cross-Country Skiing,Soviet Union,Men,1,gold,24,Men's 50 Kilometers,Nikolay Zimyatov
1980,Cross-Country Skiing,Finland,Men,2,silver,30,Men's 50 Kilometers,Juha Mieto
1980,Cross-Country Skiing,Soviet Union,Men,3,bronze,24,Men's 50 Kilometers,Aleksandr Zavyalov
1984,Cross-Country Skiing,Sweden,Men,1,gold,22,Men's 15 Kilometers,Gunde Svan
1984,Cross-Country Skiing,Finland,Men,2,silver,26,Men's 15 Kilometers,Aki Karvonen
1984,Cross-Country Skiing,Finland,Men,3,bronze,25,Men's 15 Kilometers,Harri Kirvesniemi
1984,Cross-Country Skiing,Soviet Union,Men,1,gold,28,Men's 30 Kilometers,Nikolay Zimyatov
1984,Cross-Country Skiing,Soviet Union,Men,2,silver,28,Men's 30 Kilometers,Aleksandr Zavyalov
1984,Cross-Country Skiing,Sweden,Men,3,bronze,22,Men's 30 Kilometers,Gunde Svan
1984,Cross-Country Skiing,Sweden,Men,1,gold,27,Men's 50 Kilometers,Thomas Wassberg
1984,Cross-Country Skiing,Sweden,Men,2,silver,22,Men's 50 Kilometers,Gunde Svan
1984,Cross-Country Skiing,Finland,Men,3,bronze,26,Men's 50 Kilometers,Aki Karvonen
1988,Cross-Country Skiing,Soviet Union,Men,1,gold,28,Men's 15 Kilometers,Mikhail Devyatyarov
1988,Cross-Country Skiing,Soviet Union,Men,3,bronze,23,Men's 15 Kilometers,Vladimir Smirnov
1988,Cross-Country Skiing,Soviet Union,Men,1,gold,23,Men's 30 Kilometers,Aleksey Prokurorov
1988,Cross-Country Skiing,Soviet Union,Men,2,silver,23,Men's 30 Kilometers,Vladimir Smirnov
1988,Cross-Country Skiing,Sweden,Men,1,gold,26,Men's 50 Kilometers,Gunde Svan
1988,Cross-Country Skiing,Italy,Men,2,silver,37,Men's 50 Kilometers,Maurilio De Zolt
1988,Cross-Country Skiing,Switzerland,Men,3,bronze,27,Men's 50 Kilometers,Andi Grünenfelder
1992,Cross-Country Skiing,Italy,Men,2,silver,31,Men's 10 Kilometers,Marco Albarello
1992,Cross-Country Skiing,Sweden,Men,3,bronze,28,Men's 10 Kilometers,Christer Majbäck
1992,Cross-Country Skiing,Italy,Men,2,silver,41,Men's 50 Kilometers,Maurilio De Zolt
1992,Cross-Country Skiing,Italy,Men,3,bronze,32,Men's 50 Kilometers,Giorgio Vanzetta
1992,Cross-Country Skiing,Italy,Men,3,bronze,32,Men's 10/15-Kilometer pursuit,Giorgio Vanzetta
1994,Cross-Country Skiing,Kazakhstan,Men,2,silver,29,Men's 10 Kilometers,Vladimir Smirnov
1994,Cross-Country Skiing,Italy,Men,3,bronze,33,Men's 10 Kilometers,Marco Albarello
1994,Cross-Country Skiing,Finland,Men,3,bronze,24,Men's 30 Kilometers,Mika Myllylä
1994,Cross-Country Skiing,Kazakhstan,Men,1,gold,29,Men's 50 Kilometers,Vladimir Smirnov
1994,Cross-Country Skiing,Finland,Men,2,silver,24,Men's 50 Kilometers,Mika Myllylä
1994,Cross-Country Skiing,Kazakhstan,Men,2,silver,29,Men's 10/15-Kilometer pursuit,Vladimir Smirnov
1994,Cross-Country Skiing,Italy,Men,3,bronze,25,Men's 10/15-Kilometer pursuit,Silvio Fauner
1998,Cross-Country Skiing,Austria,Men,2,silver,32,Men's 10 Kilometers,Markus Gandler
1998,Cross-Country Skiing,Finland,Men,3,bronze,28,Men's 10 Kilometers,Mika Myllylä
1998,Cross-Country Skiing,Finland,Men,1,gold,28,Men's 30 Kilometers,Mika Myllylä
1998,Cross-Country Skiing,Italy,Men,3,bronze,29,Men's 30 Kilometers,Silvio Fauner
1998,Cross-Country Skiing,Sweden,Men,2,silver,28,Men's 50 Kilometers,Niklas Jonsson
1998,Cross-Country Skiing,Austria,Men,3,bronze,23,Men's 50 Kilometers,Christian Hoffmann
1998,Cross-Country Skiing,Kazakhstan,Men,3,bronze,33,Men's 10/15-Kilometer pursuit,Vladimir Smirnov
2002,Cross-Country Skiing,Germany,Men,2,silver,31,Men's Sprint,Peter Schlickenrieder
2002,Cross-Country Skiing,Italy,Men,3,bronze,29,Men's Sprint,Cristian Zorzi
2002,Cross-Country Skiing,Estonia,Men,1,gold,31,Men's 15 Kilometers,Andrus Veerpalu
2002,Cross-Country Skiing,Estonia,Men,3,bronze,29,Men's 15 Kilometers,Jaak Mae
2002,Cross-Country Skiing,Austria,Men,1,gold,27,Men's 30 Kilometers,Christian Hoffmann
2002,Cross-Country Skiing,Austria,Men,2,silver,34,Men's 30 Kilometers,Mikhail Botvinov
2002,Cross-Country Skiing,Russia,Men,1,gold,24,Men's 50 Kilometers,Mikhail Ivanov
2002,Cross-Country Skiing,Estonia,Men,2,silver,31,Men's 50 Kilometers,Andrus Veerpalu
2002,Cross-Country Skiing,Sweden,Men,3,bronze,24,Men's 10/10-Kilometer pursuit,Per Elofsson
2006,Cross-Country Skiing,Sweden,Men,1,gold,27,Men's Sprint,Björn Lind
2006,Cross-Country Skiing,France,Men,2,silver,22,Men's Sprint,Roddy Darragon
2006,Cross-Country Skiing,Sweden,Men,3,bronze,30,Men's Sprint,Thobias Fredriksson
2006,Cross-Country Skiing,Estonia,Men,1,gold,35,Men's 15 Kilometers,Andrus Veerpalu
2006,Cross-Country Skiing,Czech Republic,Men,2,silver,28,Men's 15 Kilometers,Lukáš Bauer
2006,Cross-Country Skiing,Germany,Men,3,bronze,28,Men's 15 Kilometers,Tobias Angerer
2006,Cross-Country Skiing,Italy,Men,1,gold,33,Men's 50 Kilometers,Giorgio Di Centa
2006,Cross-Country Skiing,Russia,Men,2,silver,23,Men's 50 Kilometers,Yevgeny Dementyev
2006,Cross-Country Skiing,Austria,Men,3,bronze,38,Men's 50 Kilometers,Mikhail Botvinov
2006,Cross-Country Skiing,Russia,Men,1,gold,23,Men's 30 km Skiathlon,Yevgeny Dementyev
2006,Cross-Country Skiing,Italy,Men,3,bronze,31,Men's 30 km Skiathlon,Pietro Piller Cottrer
2010,Cross-Country Skiing,Russia,Men,1,gold,24,Men's Sprint,Nikita Kryukov
2010,Cross-Country Skiing,Russia,Men,2,silver,20,Men's Sprint,Aleksandr Panzhinsky
2010,Cross-Country Skiing,Switzerland,Men,1,gold,23,Men's 15 Kilometers,Dario Cologna
2010,Cross-Country Skiing,Italy,Men,2,silver,35,Men's 15 Kilometers,Pietro Piller Cottrer
2010,Cross-Country Skiing,Czech Republic,Men,3,bronze,32,Men's 15 Kilometers,Lukáš Bauer
2010,Cross-Country Skiing,Germany,Men,2,silver,30,Men's 50 Kilometers,Axel Teichmann
2010,Cross-Country Skiing,Sweden,Men,3,bronze,29,Men's 50 Kilometers,Johan Olsson
2010,Cross-Country Skiing,Sweden,Men,1,gold,24,Men's 30 km Skiathlon,Marcus Hellner
2010,Cross-Country Skiing,Germany,Men,2,silver,32,Men's 30 km Skiathlon,Tobias Angerer
2010,Cross-Country Skiing,Sweden,Men,3,bronze,29,Men's 30 km Skiathlon,Johan Olsson
2014,Cross-Country Skiing,Switzerland,Men,1,gold,27,Men's Skiathlon 15km Classic + 15km Free,Dario Cologna
2014,Cross-Country Skiing,Sweden,Men,2,silver,28,Men's Skiathlon 15km Classic + 15km Free,Marcus Hellner
2014,Cross-Country Skiing,Sweden,Men,2,silver,25,Men's Sprint Free,Teodor Peterson
2014,Cross-Country Skiing,Sweden,Men,3,bronze,28,Men's Sprint Free,Emil Joensson
2014,Cross-Country Skiing,Switzerland,Men,1,gold,27,Men's 15-Kilometer Classic,Dario Cologna
2014,Cross-Country Skiing,Sweden,Men,2,silver,33,Men's 15-Kilometer Classic,Johan Olsson
2014,Cross-Country Skiing,Sweden,Men,3,bronze,31,Men's 15-Kilometer Classic,Daniel Richardsson
2014,Cross-Country Skiing,Russia,Men,1,gold,30,Men's 50 Kilometers,Alexander Legkov
2014,Cross-Country Skiing,Russia,Men,2,silver,31,Men's 50 Kilometers,Maxim Vylegzhanin
2014,Cross-Country Skiing,Russia,Men,3,bronze,27,Men's 50 Kilometers,Ilia Chernousov
1924,Ski Jumping,United States,Men,3,bronze,35,"Men's Normal Hill, Individual",Anders Haugen
1924,Ski Jumping,Norway,Men,1,gold,25,"Men's Normal Hill, Individual",Jacob Tullin Thams
1924,Ski Jumping,Norway,Men,2,silver,23,"Men's Normal Hill, Individual",Narve Bonna
1928,Ski Jumping,Czechoslovakia,Men,3,bronze,23,"Men's Normal Hill, Individual",Rudolf Burkert
1928,Ski Jumping,Norway,Men,1,gold,21,"Men's Normal Hill, Individual",Alf Andersen
1928,Ski Jumping,Norway,Men,2,silver,20,"Men's Normal Hill, Individual",Sigmund Ruud
1932,Ski Jumping,Norway,Men,1,gold,20,"Men's Normal Hill, Individual",Birger Ruud
1932,Ski Jumping,Norway,Men,2,silver,20,"Men's Normal Hill, Individual",Hans Beck
1932,Ski Jumping,Norway,Men,3,bronze,19,"Men's Normal Hill, Individual",Kåre Walberg
1936,Ski Jumping,Sweden,Men,2,silver,28,"Men's Normal Hill, Individual",Sven Eriksson
1936,Ski Jumping,Norway,Men,1,gold,24,"Men's Normal Hill, Individual",Birger Ruud
1964,Ski Jumping,Finland,Men,2,silver,24,"Men's Large Hill, Individual",Veikko Kankkonen
1936,Ski Jumping,Norway,Men,3,bronze,24,"Men's Normal Hill, Individual",Reidar Andersen
1948,Ski Jumping,Norway,Men,1,gold,26,"Men's Normal Hill, Individual",Petter Hugsted
1948,Ski Jumping,Norway,Men,2,silver,36,"Men's Normal Hill, Individual",Birger Ruud
1968,Ski Jumping,Soviet Union,Men,1,gold,21,"Men's Large Hill, Individual",Vladimir Belousov
1968,Ski Jumping,Czechoslovakia,Men,2,silver,27,"Men's Large Hill, Individual",Jiří Raška
1948,Ski Jumping,Norway,Men,3,bronze,28,"Men's Normal Hill, Individual",Thorleif Schjelderup
1952,Ski Jumping,Sweden,Men,3,bronze,26,"Men's Normal Hill, Individual",Karl Holmström
1952,Ski Jumping,Norway,Men,1,gold,23,"Men's Normal Hill, Individual",Arnfinn Bergmann
1972,Ski Jumping,Poland,Men,1,gold,19,"Men's Large Hill, Individual",Wojciech Fortuna
1972,Ski Jumping,Switzerland,Men,2,silver,20,"Men's Large Hill, Individual",Walter Steiner
1972,Ski Jumping,East Germany,Men,3,bronze,23,"Men's Large Hill, Individual",Rainer Schmidt
1952,Ski Jumping,Norway,Men,2,silver,24,"Men's Normal Hill, Individual",Torbjørn Falkanger
1956,Ski Jumping,Finland,Men,1,gold,23,"Men's Normal Hill, Individual",Antti Hyvärinen
1956,Ski Jumping,Finland,Men,2,silver,27,"Men's Normal Hill, Individual",Aulis Kallakorpi
1976,Ski Jumping,Austria,Men,1,gold,21,"Men's Large Hill, Individual",Karl Schnabl
1976,Ski Jumping,Austria,Men,2,silver,17,"Men's Large Hill, Individual",Toni Innauer
1976,Ski Jumping,East Germany,Men,3,bronze,22,"Men's Large Hill, Individual",Henry Glaß
1956,Ski Jumping,Germany,Men,3,bronze,25,"Men's Normal Hill, Individual",Harry Glaß
1960,Ski Jumping,Germany,Men,1,gold,22,"Men's Normal Hill, Individual",Helmut Recknagel
1960,Ski Jumping,Finland,Men,2,silver,19,"Men's Normal Hill, Individual",Niilo Halonen
1980,Ski Jumping,Finland,Men,1,gold,25,"Men's Large Hill, Individual",Jouko Törmänen
1980,Ski Jumping,Austria,Men,2,silver,19,"Men's Large Hill, Individual",Hubert Neuper
1980,Ski Jumping,Finland,Men,3,bronze,20,"Men's Large Hill, Individual",Jari Puikkonen
1960,Ski Jumping,Austria,Men,3,bronze,23,"Men's Normal Hill, Individual",Otto Leodolter
1964,Ski Jumping,Finland,Men,1,gold,24,"Men's Normal Hill, Individual",Veikko Kankkonen
1964,Ski Jumping,Norway,Men,2,silver,27,"Men's Normal Hill, Individual",Toralf Engan
1984,Ski Jumping,Finland,Men,1,gold,20,"Men's Large Hill, Individual",Matti Nykänen
1984,Ski Jumping,East Germany,Men,2,silver,19,"Men's Large Hill, Individual",Jens Weißflog
1984,Ski Jumping,Czechoslovakia,Men,3,bronze,19,"Men's Large Hill, Individual",Pavel Ploc
1964,Ski Jumping,Norway,Men,3,bronze,22,"Men's Normal Hill, Individual",Torgeir Brandtzæg
1968,Ski Jumping,Czechoslovakia,Men,1,gold,27,"Men's Normal Hill, Individual",Jiří Raška
1968,Ski Jumping,Austria,Men,2,silver,23,"Men's Normal Hill, Individual",Reinhold Bachler
1988,Ski Jumping,Finland,Men,1,gold,24,"Men's Large Hill, Individual",Matti Nykänen
1988,Ski Jumping,Yugoslavia,Men,3,bronze,22,"Men's Large Hill, Individual",Matjaž Debelak
1968,Ski Jumping,Austria,Men,3,bronze,28,"Men's Normal Hill, Individual",Baldur Preiml
1972,Ski Jumping,Japan,Men,1,gold,28,"Men's Normal Hill, Individual",Yukio Kasaya
1972,Ski Jumping,Japan,Men,2,silver,27,"Men's Normal Hill, Individual",Akitsugu Konno
1992,Ski Jumping,Finland,Men,1,gold,16,"Men's Large Hill, Individual",Toni Nieminen
1992,Ski Jumping,Austria,Men,2,silver,17,"Men's Large Hill, Individual",Martin Höllwarth
1992,Ski Jumping,Austria,Men,3,bronze,21,"Men's Large Hill, Individual",Heinz Kuttin
1972,Ski Jumping,Japan,Men,3,bronze,29,"Men's Normal Hill, Individual",Seiji Aochi
1994,Ski Jumping,Germany,Men,1,gold,29,"Men's Large Hill, Individual",Jens Weißflog
1994,Ski Jumping,Austria,Men,3,bronze,21,"Men's Large Hill, Individual",Andi Goldberger
1976,Ski Jumping,East Germany,Men,1,gold,24,"Men's Normal Hill, Individual",Hans-Georg Aschenbach
1976,Ski Jumping,East Germany,Men,2,silver,22,"Men's Normal Hill, Individual",Jochen Danneberg
1976,Ski Jumping,Austria,Men,3,bronze,21,"Men's Normal Hill, Individual",Karl Schnabl
1998,Ski Jumping,Japan,Men,1,gold,22,"Men's Large Hill, Individual",Kazuyoshi Funaki
1998,Ski Jumping,Finland,Men,2,silver,25,"Men's Large Hill, Individual",Jani Soininen
1998,Ski Jumping,Japan,Men,3,bronze,29,"Men's Large Hill, Individual",Masahiko Harada
1980,Ski Jumping,Austria,Men,1,gold,21,"Men's Normal Hill, Individual",Toni Innauer
1980,Ski Jumping,East Germany,Men,2,silver,18,"Men's Normal Hill, Individual",Manfred Deckert
1980,Ski Jumping,Japan,Men,2,silver,20,"Men's Normal Hill, Individual",Hirokazu Yagi
2002,Ski Jumping,Switzerland,Men,1,gold,20,"Men's Large Hill, Individual",Simon Ammann
2002,Ski Jumping,Poland,Men,2,silver,24,"Men's Large Hill, Individual",Adam Małysz
2002,Ski Jumping,Finland,Men,3,bronze,20,"Men's Large Hill, Individual",Matti Hautamäki
1984,Ski Jumping,East Germany,Men,1,gold,19,"Men's Normal Hill, Individual",Jens Weißflog
2006,Ski Jumping,Austria,Men,1,gold,19,"Men's Large Hill, Individual",Thomas Morgenstern
2006,Ski Jumping,Austria,Men,2,silver,21,"Men's Large Hill, Individual",Andreas Kofler
1984,Ski Jumping,Finland,Men,2,silver,20,"Men's Normal Hill, Individual",Matti Nykänen
1984,Ski Jumping,Finland,Men,3,bronze,24,"Men's Normal Hill, Individual",Jari Puikkonen
1988,Ski Jumping,Finland,Men,1,gold,24,"Men's Normal Hill, Individual",Matti Nykänen
2010,Ski Jumping,Switzerland,Men,1,gold,28,"Men's Large Hill, Individual",Simon Ammann
2010,Ski Jumping,Poland,Men,2,silver,32,"Men's Large Hill, Individual",Adam Małysz
2010,Ski Jumping,Austria,Men,3,bronze,20,"Men's Large Hill, Individual",Gregor Schlierenzauer
1988,Ski Jumping,Czechoslovakia,Men,2,silver,23,"Men's Normal Hill, Individual",Pavel Ploc
1988,Ski Jumping,Czechoslovakia,Men,3,bronze,25,"Men's Normal Hill, Individual",Jiří Malec
2014,Ski Jumping,Poland,Men,1,gold,26,"Men's Large Hill, Individual",Kamil Stoch
2014,Ski Jumping,Japan,Men,2,silver,41,"Men's Large Hill, Individual",Noriaki Kasai
2014,Ski Jumping,Slovenia,Men,3,bronze,21,"Men's Large Hill, Individual",Peter Prevc
1960,Biathlon,Sweden,Men,1,gold,28,Men's 20 Kilometers,Klas Lestander
1960,Biathlon,Finland,Men,2,silver,26,Men's 20 Kilometers,Antti Tyrväinen
1960,Biathlon,Soviet Union,Men,3,bronze,26,Men's 20 Kilometers,Aleksandr Privalov
1964,Biathlon,Soviet Union,Men,1,gold,30,Men's 20 Kilometers,Vladimir Melanin
1964,Biathlon,Soviet Union,Men,2,silver,30,Men's 20 Kilometers,Aleksandr Privalov
1968,Biathlon,Soviet Union,Men,2,silver,21,Men's 20 Kilometers,Aleksandr Tikhonov
1968,Biathlon,Soviet Union,Men,3,bronze,23,Men's 20 Kilometers,Vladimir Gundartsev
1972,Biathlon,East Germany,Men,2,silver,27,Men's 20 Kilometers,Hansjörg Knauthe
1972,Biathlon,Sweden,Men,3,bronze,25,Men's 20 Kilometers,Lars-Göran Arwidson
1976,Biathlon,Soviet Union,Men,1,gold,26,Men's 20 Kilometers,Nikolay Kruglov
1976,Biathlon,Finland,Men,2,silver,28,Men's 20 Kilometers,Heikki Ikola
1976,Biathlon,Soviet Union,Men,3,bronze,23,Men's 20 Kilometers,Aleksandr Yelizarov
1980,Biathlon,East Germany,Men,1,gold,22,Men's 10-Kilometer Sprint,Frank Ullrich
1980,Biathlon,Soviet Union,Men,2,silver,22,Men's 10-Kilometer Sprint,Vladimir Alikin
1980,Biathlon,Soviet Union,Men,3,bronze,28,Men's 10-Kilometer Sprint,Anatoly Alyabyev
1980,Biathlon,Soviet Union,Men,1,gold,28,Men's 20 Kilometers,Anatoly Alyabyev
1980,Biathlon,East Germany,Men,2,silver,22,Men's 20 Kilometers,Frank Ullrich
1980,Biathlon,East Germany,Men,3,bronze,25,Men's 20 Kilometers,Eberhard Rösch
1984,Biathlon,West Germany,Men,2,silver,24,Men's 10-Kilometer Sprint,Peter Angerer
1984,Biathlon,East Germany,Men,3,bronze,23,Men's 10-Kilometer Sprint,Matthias Jacob
1984,Biathlon,West Germany,Men,1,gold,24,Men's 20 Kilometers,Peter Angerer
1984,Biathlon,East Germany,Men,2,silver,19,Men's 20 Kilometers,Frank-Peter Roetsch
1988,Biathlon,East Germany,Men,1,gold,23,Men's 10-Kilometer Sprint,Frank-Peter Roetsch
1988,Biathlon,Soviet Union,Men,2,silver,23,Men's 10-Kilometer Sprint,Valery Medvedtsev
1988,Biathlon,Soviet Union,Men,3,bronze,21,Men's 10-Kilometer Sprint,Sergey Chepikov
1988,Biathlon,East Germany,Men,1,gold,23,Men's 20 Kilometers,Frank-Peter Roetsch
1988,Biathlon,Soviet Union,Men,2,silver,23,Men's 20 Kilometers,Valery Medvedtsev
1988,Biathlon,Italy,Men,3,bronze,26,Men's 20 Kilometers,Johann Passler
1992,Biathlon,Germany,Men,1,gold,21,Men's 10-Kilometer Sprint,Mark Kirchner
1992,Biathlon,Germany,Men,2,silver,21,Men's 10-Kilometer Sprint,Ricco Groß
1992,Biathlon,Finland,Men,3,bronze,28,Men's 10-Kilometer Sprint,Harri Eloranta
1992,Biathlon,Unified Team,Men,1,gold,22,Men's 20 Kilometers,Yevgeny Redkin
1992,Biathlon,Germany,Men,2,silver,21,Men's 20 Kilometers,Mark Kirchner
1992,Biathlon,Sweden,Men,3,bronze,22,Men's 20 Kilometers,Mikael Löfgren
1994,Biathlon,Russia,Men,1,gold,27,Men's 10-Kilometer Sprint,Sergey Chepikov
1994,Biathlon,Germany,Men,2,silver,23,Men's 10-Kilometer Sprint,Ricco Groß
1994,Biathlon,Russia,Men,3,bronze,28,Men's 10-Kilometer Sprint,Sergey Tarasov
1994,Biathlon,Russia,Men,1,gold,28,Men's 20 Kilometers,Sergey Tarasov
1994,Biathlon,Germany,Men,2,silver,26,Men's 20 Kilometers,Frank Luck
1994,Biathlon,Germany,Men,3,bronze,22,Men's 20 Kilometers,Sven Fischer
1998,Biathlon,Finland,Men,3,bronze,25,Men's 10-Kilometer Sprint,Ville Räikkönen
1998,Biathlon,Italy,Men,2,silver,31,Men's 20 Kilometers,Pieralberto Carrara
